id,word,html,description,pronounce
19675,sầu khổ,"<h1>sầu khổ</h1><h2>adj</h2><ul><li>grievous, miserable</li></ul>","adj: grievous, miserable",
19676,sầu muộn,<h1>sầu muộn</h1><h2>adj</h2><ul><li>moping</li></ul>,adj: moping,
19677,sầu não,"<h1>sầu não</h1><ul><li>Deeply sad, pervasively sad</li></ul>","Deeply sad, pervasively sad",
19678,sầu riêng,"<h1>sầu riêng</h1><h2>noun</h2><ul><li>Durian<ul style=""list-style-type:circle""><li>quả sầu riêng:<i>Sau Rieng signifies ""One's own sorrows"" in Vietnamese. Why is this fruit under such an austere name? - Yes, it proceeds from an immortal love story. Long ago, there lived a young couple in the region. Not being able to overcome some social prejudices, they had to find their death to be faithful to their love for ever. Their own sorrows have received the populace's sympathies, and their dramatic love story has been handed down from generation to generation. To commemorate that couple, locals have named their one of the local valuable fruits Sau Rieng.+Durian is an expensive fruit. It is from five to six times larger than a mangosteen. Its skin is thick, rough and covered with sharp thorns. Yet, with a gentle cut between the edges of the outer shell, you can easily open the fruit to see layers of layers of brightly yellow segments of pulp as if the pulp is covered with a thin layer of butter. According to the writer Mai Van Tao, ""The dense fragrance which spreads near and far and lingers a long time before disappearing. The strong smell can go straight to your nostrils when you are still as far as several dozen metres away from where the fruit is. The fragrance of durian is a mixture of smell coming from a ripening jackfruit and that of a shaddock. Moreover, it also has a strong smell that foreign-made cheese has to offer and is as tastily rich as that of a hen's egg. Others add more traits to the fruit as it also has the sweet like that of well-kept honey. What a specially tempting smell! Those who have not enjoyed the fruit for once could find it hard to eat. Yet, once they have tried it, they are likely to seek for it happily...""</i></li></ul></li></ul>",noun: Durian,
19679,sầu thảm,"<h1>sầu thảm</h1><h2>adj</h2><ul><li>mournful, doleful</li></ul>","adj: mournful, doleful",
19680,sấu,<h1>sấu</h1><h2>noun</h2><ul><li>(cây) dracontomelum#Syn<br/></li><li>(cá) như cá sấu</li></ul>,noun: (cây) dracontomelum,
19681,sây sát,"<h1>sây sát</h1><h2>adj</h2><ul><li>abraded, scraped, scratched</li></ul>","adj: abraded, scraped, scratched",
19682,sầy,<h1>sầy</h1><h2>adj</h2><ul><li>scratched</li></ul>,adj: scratched,
19683,sẩy,<h1>sẩy</h1><h2>verb</h2><ul><li>to lose</li></ul>,verb: to lose,
19684,sẩy chân,<h1>sẩy chân</h1><h2>verb</h2><ul><li>to take a false step; to trip</li></ul>,verb: to take a false step; to trip,
19685,sẩy miệng,<h1>sẩy miệng</h1><ul><li>Make a slip of the tongue</li></ul>,Make a slip of the tongue,
19686,sẩy tay,<h1>sẩy tay</h1><h2>verb</h2><ul><li>to drop ley attention</li></ul>,verb: to drop ley attention,
19687,sẩy thai,<h1>sẩy thai</h1><h2>verb</h2><ul><li>to miscarry</li></ul>,verb: to miscarry,
19688,sẩy vẩy,"<h1>sẩy vẩy</h1><ul><li>(thông tục) Take a lot of hard work<ul style=""list-style-type:circle""><li>Còn sẩy vẩy mới xong:<i>It'll take a lot of hard work before the work can be finished off</i></li></ul></li></ul>",(thông tục) Take a lot of hard work,
19689,sấy,<h1>sấy</h1><h2>verb</h2><ul><li>to dry</li></ul>,verb: to dry,
19690,sấy tóc,"<h1>sấy tóc</h1><ul><li>Dry one's hair (with a hair-drier)</li></ul>","Dry one's hair (with a hair-drier)",
19691,sậy,<h1>sậy</h1><h2>noun</h2><ul><li>reed</li></ul>,noun: reed,
19692,se,<h1>se</h1><h2>verb</h2><ul><li>be almost dry</li><li>be wrung with pain</li></ul>,verb: be almost dry,
19693,se lòng,"<h1>se lòng</h1><ul><li>Have one's heart wrung with pain</li></ul>","Have one's heart wrung with pain",
19694,se mình,"<h1>se mình</h1><ul><li>Feel out of sorts, feel under the weather</li></ul>","Feel out of sorts, feel under the weather",
19695,se môi,<h1>se môi</h1><ul><li>Have dry lips</li></ul>,Have dry lips,
19696,se sẽ,<h1>se sẽ</h1><ul><li>xem sẽ (láy)</li></ul>,xem sẽ (láy),
19697,sè,<h1>sè</h1><ul><li>(Cay sè) Stingly hot</li></ul>,(Cay sè) Stingly hot,
19698,sè sè,"<h1>sè sè</h1><ul><li>Nearly level to th ground<ul style=""list-style-type:circle""><li>""Sè sè nắm đất bên đường"" (Nguyễn Du):<i>A mound whose top was nearly level to the ground on the roadside</i></li></ul></li></ul>",Nearly level to th ground,
19699,sè sẽ,<h1>sè sẽ</h1><ul><li>như se sẽ</li></ul>,như se sẽ,
19700,sẻ,"<h1>sẻ</h1><h2>noun</h2><ul><li>sparrow</li></ul><h2>verb</h2><ul><li>to divide, to share</li></ul>",noun: sparrow,
19701,sẽ,"<h1>sẽ</h1><h2>adv, adj</h2>#Syn<br/><ul><li>(như) khẽ</li></ul><h2>adv</h2><ul><li>will, shall, be going to</li><li>would, should</li></ul>","adv, adj: (như) khẽ",
19702,sẽ biết,"<h1>sẽ biết</h1><ul><li>Will know what one is in for<ul style=""list-style-type:circle""><li>Không hối cải rồi sẽ biết:<i>If you don't repent, you will know what you are in for</i></li></ul></li></ul>",Will know what one is in for,
19703,sẽ hay,<h1>sẽ hay</h1><ul><li>will see</li></ul>,will see,
19704,sẽ sàng,<h1>sẽ sàng</h1><ul><li>như khẽ khàng</li></ul>,như khẽ khàng,
19705,sẹ,<h1>sẹ</h1><ul><li>Semen (của cá)</li></ul>,Semen (của cá),
19706,séc,<h1>séc</h1><h2>noun</h2><ul><li>cheque</li></ul>,noun: cheque,
19707,sém,"<h1>sém</h1><h2>verb, adj</h2>-singed, burned, burnt<br/><h2>noun</h2><ul><li>layer of burned rice</li></ul>","verb, adj: layer of burned rice",
19708,sen,"<h1>sen</h1><h2>noun</h2><ul><li>lotus hoa sen<ul style=""list-style-type:circle""><li>hoa sen hoàng hậu:<i>maidservant</i></li></ul></li></ul>",noun: lotus hoa sen,
19709,sen đầm,<h1>sen đầm</h1><ul><li>Gendarme</li></ul>,Gendarme,
19710,sẻn,"<h1>sẻn</h1><ul><li>Stingy<ul style=""list-style-type:circle""><li>Ăn tiêu sẻn:<i>To spend stingily</i></li></ul></li></ul>",Stingy,
19711,sẻn so,"<h1>sẻn so</h1><ul><li>Stingy, miserly</li></ul>","Stingy, miserly",
19712,seo,<h1>seo</h1><ul><li>Arched quill-feather (of a cock). xem xeo</li></ul>,Arched quill-feather (of a cock). xem xeo,
19713,sẹo,<h1>sẹo</h1><h2>noun</h2><ul><li>scar node</li></ul>,noun: scar node,
19714,sét,"<h1>sét</h1><h2>noun</h2><ul><li>thunderbolt, bolt agril, clay*verb & noun<br/></li><li>rust</li></ul><h2>adj</h2><ul><li>strike measured, struck</li></ul>","noun: thunderbolt, bolt agril, clay",
19715,sề,<h1>sề</h1><h2>adj</h2><ul><li>farrowed</li></ul><h2>noun</h2><ul><li>bamboo lattice basket</li></ul>,adj: farrowed,
19716,sề sệ,<h1>sề sệ</h1><ul><li>xem sệ (láy)</li></ul>,xem sệ (láy),
19717,sể,<h1>sể</h1><ul><li>xem chổi sể</li></ul>,xem chổi sể,
19718,sễ,"<h1>sễ</h1><ul><li>Hang down too low<ul style=""list-style-type:circle""><li>Vạt áo sễ xuống:<i>The flap of the dress hangs down too low</i></li></ul></li></ul>",Hang down too low,
19719,sệ,<h1>sệ</h1><h2>verb</h2><ul><li>to hasy down</li></ul>,verb: to hasy down,
19720,sệ nệ,<h1>sệ nệ</h1><h2>adv</h2><ul><li>lumberly</li></ul>,adv: lumberly,
19721,sên,<h1>sên</h1><h2>noun</h2><ul><li>snail terrestrial leech</li></ul>,noun: snail terrestrial leech,
19722,sền sệt,<h1>sền sệt</h1><ul><li>xem sệt (láy)</li></ul>,xem sệt (láy),
19723,sến,<h1>sến</h1><ul><li>(thực vật) Bassia</li></ul>,(thực vật) Bassia,
19724,sênh,<h1>sênh</h1><ul><li>Castanets</li></ul>,Castanets,
19725,sênh tiền,<h1>sênh tiền</h1><ul><li>Castanets with coins stringed</li></ul>,Castanets with coins stringed,
19726,sểnh,"<h1>sểnh</h1><h2>adj</h2><ul><li>unwatchful, neglectful</li></ul>","adj: unwatchful, neglectful",
19727,sểnh ra,"<h1>sểnh ra</h1><ul><li>Neglect, not pay proper attention<ul style=""list-style-type:circle""><li>Sểnh ra một tí là hỏng việc:<i>A little neglience will spoil things</i></li></ul></li></ul>","Neglect, not pay proper attention",
19728,sểnh tay,<h1>sểnh tay</h1><h2>verb</h2><ul><li>to show a little negligence</li></ul>,verb: to show a little negligence,
19729,sếp,<h1>sếp</h1><ul><li>(từ cũ) Boss</li></ul>,(từ cũ) Boss,
19730,sệp,<h1>sệp</h1><ul><li>xem xệp</li></ul>,xem xệp,
19731,sệt,<h1>sệt</h1><h2>adj</h2><ul><li>very thick</li></ul>,adj: very thick,
19732,sêu,"<h1>sêu</h1><ul><li>Present the fiancee's family with gifts on festivities</li></ul>","Present the fiancee's family with gifts on festivities",
19733,sêu tết,<h1>sêu tết</h1><ul><li>như sêu</li></ul>,như sêu,
19734,sếu,<h1>sếu</h1><h2>noun</h2><ul><li>crane</li></ul>,noun: crane,
19735,si,<h1>si</h1><h2>noun</h2><ul><li>benjamine fig</li></ul>,noun: benjamine fig,
19736,si mê,<h1>si mê</h1><ul><li>Crazy; head over heels (in love)</li></ul>,Crazy; head over heels (in love),
19737,si ngốc,<h1>si ngốc</h1><ul><li>(ít dùng) Stupid</li></ul>,(ít dùng) Stupid,
19738,si tình,"<h1>si tình</h1><h2>verb</h2><ul><li>to be madly in love with someone<ul style=""list-style-type:circle""><li>chàng thủy thủ viễn dương ấy si tình một cô tiếp viên hàng không:<i>that seafarer is madly in love with an air hostess</i></li><li>kẻ si tình:<i>a love-bird</i></li></ul></li></ul>",verb: to be madly in love with someone,
19739,sì,"<h1>sì</h1><h2>adv</h2><ul><li>very, excessively, extremely</li></ul>","adv: very, excessively, extremely",
19740,sì sì,<h1>sì sì</h1><ul><li>xem sì (láy)</li></ul>,xem sì (láy),
19741,sì sụp,"<h1>sì sụp</h1><ul><li>Make many genuflexions<ul style=""list-style-type:circle""><li>Sì sụp lạy:<i>to kowtow and genuflect frantically</i></li></ul></li></ul>",Make many genuflexions,
19742,sì sụt,<h1>sì sụt</h1><ul><li>Sob</li></ul>,Sob,
19743,sỉ,<h1>sỉ</h1><h2>adj</h2><ul><li>by wholesale</li></ul>,adj: by wholesale,
19744,sỉ nhục,"<h1>sỉ nhục</h1><h2>verb</h2><ul><li>to play (someone) down, to dishonour</li></ul><h2>adj</h2><ul><li>ignominous, ignoble; dishourable</li></ul>","verb: to play (someone) down, to dishonour",
19745,sĩ,"<h1>sĩ</h1><ul><li>Feudal scholar, feudal intellectual, feudal intelligentsia<ul style=""list-style-type:circle""><li>Nhất sĩ nhì nông:<i>First come the scholars, nest the peasants</i></li><li>Kẻ sĩ:<i>An intellectual</i>-Bishop (a chess piece)<br/></li></ul></li></ul>","Feudal scholar, feudal intellectual, feudal intelligentsia",
19746,sĩ diện,<h1>sĩ diện</h1><h2>noun</h2><ul><li>face</li></ul>,noun: face,
19747,sĩ hoạn,"<h1>sĩ hoạn</h1><ul><li>(từ cũ) Mandarin-Mandarinate, mandarindom<br/></li></ul>",(từ cũ) Mandarin,
19748,sĩ khí,"<h1>sĩ khí</h1><ul><li>(từ cũ) Scholar's sense of honour, scholar's probity-Soldier's fighting spirit<br/></li></ul>","(từ cũ) Scholar's sense of honour, scholar's probity",
19749,sĩ lâm,<h1>sĩ lâm</h1><ul><li>(từ cũ) Literati</li></ul>,(từ cũ) Literati,
19750,sĩ phu,<h1>sĩ phu</h1><h2>noun</h2><ul><li>feudal intellectual</li></ul>,noun: feudal intellectual,
19751,sĩ quan,<h1>sĩ quan</h1><h2>noun</h2><ul><li>officer</li></ul>,noun: officer,
19752,sĩ số,"<h1>sĩ số</h1><h2>noun</h2><ul><li>number of pupils, number of attendants</li></ul>","noun: number of pupils, number of attendants",
19753,sĩ thứ,<h1>sĩ thứ</h1><ul><li>(từ cũ) Common people and intellectuals</li></ul>,(từ cũ) Common people and intellectuals,
19754,sĩ tốt,"<h1>sĩ tốt</h1><h2>noun</h2><ul><li>man, the ranks</li></ul>","noun: man, the ranks",
19755,sĩ tử,<h1>sĩ tử</h1><h2>noun</h2><ul><li>(cũ) candidate</li></ul>,noun: (cũ) candidate,
19756,sị,<h1>sị</h1><ul><li>xem xị</li></ul>,xem xị,
19757,sỉa,"<h1>sỉa</h1><ul><li>Pregnant woman's oedma of the legs.-(thường sỉa chân) Slip, stumble<br/><ul style=""list-style-type:circle""><li>Sỉa chân xuống ruộng:<i>To stumble into a field</i></li></ul></li></ul>","Pregnant woman's oedma of the legs.",
19758,sịa,<h1>sịa</h1><ul><li>Flat wide-meshed basket</li></ul>,Flat wide-meshed basket,
19759,sịch,<h1>sịch</h1><h2>verb</h2><ul><li>to stir (move suddenly) to happen suddenly</li></ul>,verb: to stir (move suddenly) to happen suddenly,
19760,siểm nịnh,<h1>siểm nịnh</h1><h2>verb</h2><ul><li>to fawn upon</li></ul>,verb: to fawn upon,
19761,siễn,<h1>siễn</h1><ul><li>như suyễn Suffer from asthma</li></ul>,như suyễn Suffer from asthma,
19762,siêng,<h1>siêng</h1><h2>adj</h2><ul><li>diligent</li></ul>,adj: diligent,
19763,siêng năng,"<h1>siêng năng</h1><h2>adj</h2><ul><li>diligent, assiduous</li></ul>","adj: diligent, assiduous",
19764,siểng,"<h1>siểng</h1><ul><li>(từ cũ) Wood-bottomed hamper<ul style=""list-style-type:circle""><li>Hòm siểng:<i>Trunk and hamper</i></li></ul></li></ul>",(từ cũ) Wood-bottomed hamper,
19765,siết,"<h1>siết</h1><h2>verb</h2><ul><li>to cut off, to slash off to squeeze, to wring, to fasten</li></ul>","verb: to cut off, to slash off to squeeze, to wring, to fasten",
19766,siêu,<h1>siêu</h1><h2>noun</h2><ul><li>herbsimmering pot curved-tipped scimitar</li></ul>,noun: herbsimmering pot curved-tipped scimitar,
19767,siêu âm,<h1>siêu âm</h1><h2>noun</h2><ul><li>ultra-sound</li></ul><h2>adj</h2><ul><li>ultrasonic</li></ul>,noun: ultra-sound,
19768,siêu cảm giác,<h1>siêu cảm giác</h1><ul><li>(triết học) Suprasensible</li></ul>,(triết học) Suprasensible,
19769,siêu cấu trúc,<h1>siêu cấu trúc</h1><ul><li>(sinh vật) Ultrastructure</li></ul>,(sinh vật) Ultrastructure,
19770,siêu cường,<h1>siêu cường</h1><h2>noun</h2><ul><li>superpower</li></ul>,noun: superpower,
19771,siêu dẫn,<h1>siêu dẫn</h1><ul><li>(vật lý) Supraconductor</li></ul>,(vật lý) Supraconductor,
19772,siêu đẳng,<h1>siêu đẳng</h1><h2>adj</h2><ul><li>super</li></ul>,adj: super,
19773,siêu đế quốc,<h1>siêu đế quốc</h1><ul><li>Superimperialism</li></ul>,Superimperialism,
19774,siêu độ,<h1>siêu độ</h1><ul><li>Free (souls) from suffering (theo quan niệm đạo Phật)</li></ul>,Free (souls) from suffering (theo quan niệm đạo Phật),
19775,siêu giai cấp,"<h1>siêu giai cấp</h1><ul><li>Above the classes, outside the classes</li></ul>","Above the classes, outside the classes",
19776,siêu hạn,<h1>siêu hạn</h1><ul><li>(toán học) Transfinite</li></ul>,(toán học) Transfinite,
19777,siêu hiển vi,"<h1>siêu hiển vi</h1><ul><li>Ultramicroscopic<ul style=""list-style-type:circle""><li>Kính siêu hiển vi:<i>Ultramicroscope</i></li></ul></li></ul>",Ultramicroscopic,
19778,siêu hiện thực,<h1>siêu hiện thực</h1><ul><li>Surrealist</li></ul>,Surrealist,
19779,siêu nhân,<h1>siêu nhân</h1><h2>noun</h2><ul><li>superman</li></ul>,noun: superman,
19780,siêu nhiên,<h1>siêu nhiên</h1><h2>noun</h2><ul><li>supernatural</li></ul>,noun: supernatural,
19781,siêu phàm,<h1>siêu phàm</h1><h2>adj</h2><ul><li>superordinary</li></ul>,adj: superordinary,
19782,siêu phản ứng,<h1>siêu phản ứng</h1><ul><li>Superreaction</li></ul>,Superreaction,
19783,siêu quần,"<h1>siêu quần</h1><ul><li>Superordinary, unusual</li></ul>","Superordinary, unusual",
19784,siêu quốc gia,<h1>siêu quốc gia</h1><ul><li>Supernational</li></ul>,Supernational,
19785,siêu sinh,<h1>siêu sinh</h1><ul><li>Siêu sinh tịnh độ to depart from this life and reach serene and pure land</li></ul>,Siêu sinh tịnh độ to depart from this life and reach serene and pure land,
19786,siêu thanh,"<h1>siêu thanh</h1><h2>adj</h2><ul><li>supersonic<ul style=""list-style-type:circle""><li>máy bay siêu thanh:<i>supersonic jet</i></li></ul></li></ul>",adj: supersonic,
19787,siêu thị,<h1>siêu thị</h1><ul><li>Supermarket</li></ul>,Supermarket,
19788,siêu thoát,"<h1>siêu thoát</h1><ul><li>Go beyong usual practices<ul style=""list-style-type:circle""><li>như siêu độ</li></ul></li></ul>",Go beyong usual practices,
19789,siêu thực,<h1>siêu thực</h1><ul><li>Surrealist</li></ul>,Surrealist,
19790,siêu tự nhiên,<h1>siêu tự nhiên</h1><h2>adj</h2><ul><li>supernatural</li></ul>,adj: supernatural,
19791,siêu vi khuẩn,<h1>siêu vi khuẩn</h1><ul><li>(từ cũ) Virus</li></ul>,(từ cũ) Virus,
19792,siêu việt,<h1>siêu việt</h1><ul><li>Transcendent</li></ul>,Transcendent,
19793,sim,<h1>sim</h1>,,
19794,- Tomentose rose myrtlẹsin,<h1>- Tomentose rose myrtlẹsin</h1>-(toán học) Sine<br/>,,
19795,sin sít,<h1>sin sít</h1><ul><li>xem sít (láy)</li></ul>,xem sít (láy),
19796,sinh,"<h1>sinh</h1><h2>verb</h2><ul><li>to give birth to to produce, yield to turn</li></ul><h2>noun, adj</h2><ul><li>life; living; alive</li></ul>","verb: to give birth to to produce, yield to turn",
19797,sinh ba,"<h1>sinh ba</h1><ul><li>Trẻ sinh ba-Triplets<br/><ul style=""list-style-type:circle""><li>Bà ấy đã sinh ba:<i>She gave birth to triplets</i></li></ul></li></ul>",Trẻ sinh ba,
19798,sinh bệnh học,<h1>sinh bệnh học</h1><ul><li>(y học) Pathogeny</li></ul>,(y học) Pathogeny,
19799,sinh bình,"<h1>sinh bình</h1><ul><li>Lifetime<ul style=""list-style-type:circle""><li>Lúc sinh bình:<i>During one's lifetime</i></li></ul></li></ul>",Lifetime,
19800,sinh dục,<h1>sinh dục</h1><h2>noun</h2><ul><li>reproduction</li></ul>,noun: reproduction,
19801,sinh dưỡng,<h1>sinh dưỡng</h1><h2>verb</h2><ul><li>to give birth to and bring up</li></ul><h2>adj</h2><ul><li>vegetative</li></ul>,verb: to give birth to and bring up,
19802,sinh đẻ,"<h1>sinh đẻ</h1><ul><li>Bear children<ul style=""list-style-type:circle""><li>Sinh đẻ có kế hoạch:<i>Family planning, birth control</i></li></ul></li></ul>",Bear children,
19803,sinh địa,<h1>sinh địa</h1><ul><li>(dược) Rhemannia raw shizome</li></ul>,(dược) Rhemannia raw shizome,
19804,sinh đồ,"<h1>sinh đồ</h1><ul><li>(từ cũ) Junior bachelor-Pupil, student<br/></li></ul>",(từ cũ) Junior bachelor,
19805,sinh đôi,"<h1>sinh đôi</h1><h2>adj</h2><ul><li>twin, twin born<ul style=""list-style-type:circle""><li>đứa trẻ sinh đôi:<i>a twin</i></li></ul></li></ul>","adj: twin, twin born",
19806,sinh động,"<h1>sinh động</h1><h2>adj</h2><ul><li>lifeslike, vivid lively</li></ul>","adj: lifeslike, vivid lively",
19807,sinh giới,<h1>sinh giới</h1><ul><li>Living nature; living creatures</li></ul>,Living nature; living creatures,
19808,sinh hạ,<h1>sinh hạ</h1><h2>verb</h2><ul><li>to give birth to</li></ul>,verb: to give birth to,
19809,sinh hàn,"<h1>sinh hàn</h1><ul><li>Refrigerating<ul style=""list-style-type:circle""><li>Máy sinh hàn:<i>A refrigerating machine</i></li></ul></li></ul>",Refrigerating,
